id_no;binomial;class;order_;WWF_REALM2
150106380;Roeboides guatemalensis;ACTINOPTERYGII;CHARACIFORMES;Neotropic
183294;Strongylura exilis;ACTINOPTERYGII;BELONIFORMES;Nearctic
186363;Neoplecostomus yapo;ACTINOPTERYGII;SILURIFORMES;Neotropic
175965508;Hemigrammus erythrozonus;ACTINOPTERYGII;CHARACIFORMES;Neotropic
202091;Dionda nigrotaeniata;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
191830;Lepomis gulosus;ACTINOPTERYGII;PERCIFORMES;Nearctic
159669544;Gobiobotia pappenheimi;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
159669544;Gobiobotia pappenheimi;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
146280943;Thymallus aeliani;ACTINOPTERYGII;SALMONIFORMES;Palearctic
176144013;Leporinus apollo;ACTINOPTERYGII;CHARACIFORMES;Neotropic
134711114;Fluviphylax zonatus;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
182920;Barbus paucisquamatus;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
166173;Leptobotia guilinensis;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
2588;Barbus peloponnesius;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
61347;Oxynoemacheilus simavicus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
5374;Coregonus peled;ACTINOPTERYGII;SALMONIFORMES;Palearctic
19317;Ratsirakia legendrei;ACTINOPTERYGII;GOBIIFORMES;Madagascar
182742;Steatocranus gibbiceps;ACTINOPTERYGII;PERCIFORMES;Afrotropic
166551;Bangana almorae;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
134689879;Aspidoras belenos;ACTINOPTERYGII;SILURIFORMES;Neotropic
70033622;Barbodes joaquinae;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
167658;Lithoxus bovallii;ACTINOPTERYGII;SILURIFORMES;Neotropic
175965898;Hyphessobrycon albolineatus;ACTINOPTERYGII;CHARACIFORMES;Neotropic
151806253;Amphilius sp. nov. 'St. John River drainage';ACTINOPTERYGII;SILURIFORMES;Afrotropic
187030;Pimelodella boschmai;ACTINOPTERYGII;SILURIFORMES;Neotropic
122905722;Craterocephalus cuneiceps;ACTINOPTERYGII;ATHERINIFORMES;Australasia
186726;Aspidoras depinnai;ACTINOPTERYGII;SILURIFORMES;Neotropic
183627;Evermannia zosterura;ACTINOPTERYGII;GOBIIFORMES;Nearctic
182869;Aphyosemion mimbon;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
166025;Rhodeus lighti;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
166025;Rhodeus lighti;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
122914198;Brachirus salinarum;ACTINOPTERYGII;PLEURONECTIFORMES;Australasia
182352;Labeo coubie;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
186330;Hypostomus pusarum;ACTINOPTERYGII;SILURIFORMES;Neotropic
166174;Aphyocypris chinensis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
202083;Cyprinella lepida;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
164693838;Ancistrus chagresi;ACTINOPTERYGII;SILURIFORMES;Neotropic
60634;Oreochromis hunteri;ACTINOPTERYGII;PERCIFORMES;Afrotropic
64692124;Hemibrycon decurrens;ACTINOPTERYGII;CHARACIFORMES;Neotropic
181662;Salmo akairos;ACTINOPTERYGII;SALMONIFORMES;Palearctic
5437;Cottus asperrimus;ACTINOPTERYGII;SCORPAENIFORMES;Nearctic
8165;Eucyclogobius newberryi;ACTINOPTERYGII;GOBIIFORMES;Nearctic
166585;Batasio batasio;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
91351407;Sundasalanx microps;ACTINOPTERYGII;CLUPEIFORMES;Indo-Malay
139793111;Nannostomus britskii;ACTINOPTERYGII;CHARACIFORMES;Neotropic
176020673;Loricariichthys brunneus;ACTINOPTERYGII;SILURIFORMES;Neotropic
151804190;Chiloglanis dialloi;ACTINOPTERYGII;SILURIFORMES;Afrotropic
56097702;Aplocheilus parvus;ACTINOPTERYGII;CYPRINODONTIFORMES;Indo-Malay
60384;Telestes pleurobipunctatus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
49829670;Rineloricaria sneiderni;ACTINOPTERYGII;SILURIFORMES;Neotropic
167008;Ochetobius elongatus;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
126707333;Lentipes mekonggaensis;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
169522;Chilatherina alleni;ACTINOPTERYGII;ATHERINIFORMES;Indo-Malay
61147;Metriaclima mbenjii;ACTINOPTERYGII;PERCIFORMES;Afrotropic
60483;Ctenochromis benthicola;ACTINOPTERYGII;PERCIFORMES;Afrotropic
90981948;Nomorhamphus lanceolatus;ACTINOPTERYGII;BELONIFORMES;Indo-Malay
182641;Malapterurus beninensis;ACTINOPTERYGII;SILURIFORMES;Afrotropic
20107;Semotilus lumbee;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
186445;Schizodon platae;ACTINOPTERYGII;CHARACIFORMES;Neotropic
164533766;Rhamphichthys hahni;ACTINOPTERYGII;GYMNOTIFORMES;Neotropic
49830669;Brochiloricaria macrodon;ACTINOPTERYGII;SILURIFORMES;Neotropic
180913;Rasbora septentrionalis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
169558;Channa burmanica;ACTINOPTERYGII;PERCIFORMES;Indo-Malay
39289;Seminemacheilus lendlii;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
159619085;Misgurnus nikolskyi;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
162747915;Potamorrhaphis petersi;ACTINOPTERYGII;BELONIFORMES;Neotropic
181593;Mesoborus crocodilus;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
202319;Notropis potteri;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
19862;Salmo obtusirostris;ACTINOPTERYGII;SALMONIFORMES;Palearctic
53870345;Laimosemion sape;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
156720510;Barbatula toni;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
182378;Barilius shariensis;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
202443;Etheostoma akatulo;ACTINOPTERYGII;PERCIFORMES;Nearctic
166489;Garo khajuriai;ACTINOPTERYGII;SYNBRANCHIFORMES;Indo-Malay
139558665;Maratecoara formosa;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
202100;Erimyzon tenuis;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
181771;Marcusenius bentleyi;ACTINOPTERYGII;OSTEOGLOSSIFORMES;Afrotropic
60638;Orthochromis malagaraziensis;ACTINOPTERYGII;PERCIFORMES;Afrotropic
134661440;Anostomoides passionis;ACTINOPTERYGII;CHARACIFORMES;Neotropic
187898;Oreoglanis infulatus;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
192939;Rhonciscus crocro;ACTINOPTERYGII;PERCIFORMES;Nearctic
168540;Chaudhuria caudata;ACTINOPTERYGII;SYNBRANCHIFORMES;Indo-Malay
61131;Metriaclima aurora;ACTINOPTERYGII;PERCIFORMES;Afrotropic
186952;Hypsolebias nielseni;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
182843;Clarias albopunctatus;ACTINOPTERYGII;SILURIFORMES;Afrotropic
168438;Gobiopterus chuno;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
135536;Chondrostoma oxyrhynchum;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
184088;Morone americana;ACTINOPTERYGII;PERCIFORMES;Nearctic
128709755;Zenarchopterus philippinus;ACTINOPTERYGII;BELONIFORMES;Indo-Malay
202566;Morone mississippiensis;ACTINOPTERYGII;PERCIFORMES;Nearctic
49829754;Laemolyta proxima;ACTINOPTERYGII;CHARACIFORMES;Neotropic
135721;Pelasgus marathonicus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
60994;Nyassachromis serenus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
135693403;Nannocharax seyboldi;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
180766;Homaloptera orthogoniata;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
182466;Enteromius anniae;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
60812;Synodontis macrops;ACTINOPTERYGII;SILURIFORMES;Afrotropic
191238;Pantosteus plebeius;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
187237;Imparfinis borodini;ACTINOPTERYGII;SILURIFORMES;Neotropic
181255;Hampala macrolepidota;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
60697;Trematocara caparti;ACTINOPTERYGII;PERCIFORMES;Afrotropic
202451;Etheostoma bellum;ACTINOPTERYGII;PERCIFORMES;Nearctic
53874406;Melanorivulus paresi;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
8820;Galaxiella pusilla;ACTINOPTERYGII;OSMERIFORMES;Australasia
49829785;Apistogramma linkei;ACTINOPTERYGII;PERCIFORMES;Neotropic
61119;Pseudotropheus johannii;ACTINOPTERYGII;PERCIFORMES;Afrotropic
166134;Acheilognathus meridianus;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
166965;Rasbora aurotaenia;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
180668;Ompok pinnatus;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
64689643;Bryconamericus arilepis;ACTINOPTERYGII;CHARACIFORMES;Neotropic
173831949;Hisonotus vespuccii;ACTINOPTERYGII;SILURIFORMES;Neotropic
182980;Marcusenius meronai;ACTINOPTERYGII;OSTEOGLOSSIFORMES;Afrotropic
161082759;Melanotaenia aruensis;ACTINOPTERYGII;ATHERINIFORMES;Indo-Malay
168587;Mystus falcarius;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
60712;Xenotilapia ochrogenys;ACTINOPTERYGII;PERCIFORMES;Afrotropic
186702;Odontesthes retropinnis;ACTINOPTERYGII;ATHERINIFORMES;Neotropic
168550;Devario yuensis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
168554;Pseudecheneis ukhrulensis;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
181893;Microctenopoma ocellifer;ACTINOPTERYGII;PERCIFORMES;Afrotropic
182302;Polypterus polli;ACTINOPTERYGII;POLYPTERIFORMES;Afrotropic
178437078;Schizodon corti;ACTINOPTERYGII;CHARACIFORMES;Neotropic
11057;Kosswigichthys asquamatus;ACTINOPTERYGII;CYPRINODONTIFORMES;Palearctic
177038034;Nandopsis haitiensis;ACTINOPTERYGII;PERCIFORMES;Neotropic
182764;Micralestes comoensis;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
49830518;Ctenolucius beani;ACTINOPTERYGII;CHARACIFORMES;Neotropic
116034662;Lefua echigonia;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
118044191;Pseudolithoxus anthrax;ACTINOPTERYGII;SILURIFORMES;Neotropic
183601;Symphurus chabanaudi;ACTINOPTERYGII;PLEURONECTIFORMES;Nearctic
49830019;Knodus savannensis;ACTINOPTERYGII;CHARACIFORMES;Neotropic
202076;Cyprinella callistia;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
127932906;Zenarchopterus dux;ACTINOPTERYGII;BELONIFORMES;Indo-Malay
193213;Istigobius ornatus;ACTINOPTERYGII;GOBIIFORMES;Afrotropic
61175;Chindongo saulosi;ACTINOPTERYGII;PERCIFORMES;Afrotropic
202460;Etheostoma cervus;ACTINOPTERYGII;PERCIFORMES;Nearctic
60475;Boulengerochromis microlepis;ACTINOPTERYGII;PERCIFORMES;Afrotropic
49830271;Hypoptopoma bilobatum;ACTINOPTERYGII;SILURIFORMES;Neotropic
187261;Piabina anhembi;ACTINOPTERYGII;CHARACIFORMES;Neotropic
182185;Enteromius kissiensis;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
149844673;Labeo heladiva;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
191196;Chriodorus atherinoides;ACTINOPTERYGII;BELONIFORMES;Nearctic
49830162;Sturisomatichthys tamanae;ACTINOPTERYGII;SILURIFORMES;Neotropic
118038962;Chaetostoma vasquezi;ACTINOPTERYGII;SILURIFORMES;Neotropic
122899850;Scleropages jardinii;ACTINOPTERYGII;OSTEOGLOSSIFORMES;Australasia
202678;Ameiurus serracanthus;ACTINOPTERYGII;SILURIFORMES;Nearctic
176042524;Schultzichthys gracilis;ACTINOPTERYGII;SILURIFORMES;Neotropic
183161;Sicydium brevifile;ACTINOPTERYGII;GOBIIFORMES;Afrotropic
60754;Limnothrissa miodon;ACTINOPTERYGII;CLUPEIFORMES;Afrotropic
149251994;Apteronotus rostratus;ACTINOPTERYGII;GYMNOTIFORMES;Neotropic
166637;Pachypterus atherinoides;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
168627060;Poeciliopsis santaelena;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
166962;Rhodeus spinalis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
191201;Astyanax jordani;ACTINOPTERYGII;CHARACIFORMES;Nearctic
181034;Pterocryptis buccata;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
134710638;Farlowella isbruckeri;ACTINOPTERYGII;SILURIFORMES;Neotropic
49830730;Ancistrus megalostomus;ACTINOPTERYGII;SILURIFORMES;Neotropic
181030;Osteochilus lini;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
180746;Clupisoma sinense;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
60347;Cobitis vettonica;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
192925;Maskaheros regani;ACTINOPTERYGII;PERCIFORMES;Neotropic
140650823;Pituna poranga;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
176670609;Rhoadsia altipinna;ACTINOPTERYGII;CHARACIFORMES;Neotropic
168580;Trichogaster labiosa;ACTINOPTERYGII;PERCIFORMES;Indo-Malay
185839;Haplochromis parvidens;ACTINOPTERYGII;PERCIFORMES;Afrotropic
134690269;Aspidoras poecilus;ACTINOPTERYGII;SILURIFORMES;Neotropic
6136;Cyprinella formosa;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
164691408;Brachyrhaphis terrabensis;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
202022;Callogobius seshaiyai;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
19972;Schismatogobius deraniyagalai;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
19972;Schismatogobius deraniyagalai;ACTINOPTERYGII;GOBIIFORMES;Australasia
191267;Gila minacae;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
186883;Rineloricaria langei;ACTINOPTERYGII;SILURIFORMES;Neotropic
181125;Glyptothorax prashadi;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
134700735;Cichla piquiti;ACTINOPTERYGII;PERCIFORMES;Neotropic
135153;Triplophysa grahami;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
2759;Belontia signata;ACTINOPTERYGII;PERCIFORMES;Indo-Malay
91073008;Rasbora kottelati;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
161082932;Melanotaenia bowmani;ACTINOPTERYGII;ATHERINIFORMES;Indo-Malay
5515;Crenichthys baileyi;ACTINOPTERYGII;CYPRINODONTIFORMES;Nearctic
186596;Harttia carvalhoi;ACTINOPTERYGII;SILURIFORMES;Neotropic
181680;Malapterurus microstoma;ACTINOPTERYGII;SILURIFORMES;Afrotropic
184082;Etheostoma fricksium;ACTINOPTERYGII;PERCIFORMES;Nearctic
202685;Noturus exilis;ACTINOPTERYGII;SILURIFORMES;Nearctic
181816;Epiplatys fasciolatus;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
60508;Haplochromis pappenheimi;ACTINOPTERYGII;PERCIFORMES;Afrotropic
2592;Barbus caninus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
146947936;Cynoglossus trulla;ACTINOPTERYGII;PLEURONECTIFORMES;Indo-Malay
61047;Lethrinops macrochir;ACTINOPTERYGII;PERCIFORMES;Afrotropic
196324;Awaous acritosus;ACTINOPTERYGII;GOBIIFORMES;Australasia
162160960;Rhinogobius philippinus;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
90980527;Adrianichthys roseni;ACTINOPTERYGII;BELONIFORMES;Indo-Malay
129252382;Trematocranus pachychilus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
175974327;Apistogramma hoignei;ACTINOPTERYGII;PERCIFORMES;Neotropic
191694;Allotoca catarinae;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
182131;Labeo reidi;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
202614;Percopsis transmontana;ACTINOPTERYGII;PERCOPSIFORMES;Nearctic
151806109;Amphilius sp. nov. 'Little Scarcies drainage';ACTINOPTERYGII;SILURIFORMES;Afrotropic
63365;Chiloglanis anoterus;ACTINOPTERYGII;SILURIFORMES;Afrotropic
186401;Diapoma tipiaia;ACTINOPTERYGII;CHARACIFORMES;Neotropic
91226566;Clarias nigricans;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
166876;Spinibarbus hollandi;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
192897;Herichthys labridens;ACTINOPTERYGII;PERCIFORMES;Nearctic
57498965;Enteromius teugelsi;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
181917;Heterobranchus bidorsalis;ACTINOPTERYGII;SILURIFORMES;Afrotropic
91106286;Homalopteroides avii;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
181567;Aplocheilichthys spilauchen;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
182277;Enteromius trispilos;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
162702813;Platystacus cotylephorus;ACTINOPTERYGII;SILURIFORMES;Neotropic
187041;Hypostomus francisci;ACTINOPTERYGII;SILURIFORMES;Neotropic
49830661;Pimelodella montana;ACTINOPTERYGII;SILURIFORMES;Neotropic
134660726;Ancistrus ranunculus;ACTINOPTERYGII;SILURIFORMES;Neotropic
61300;Kneria uluguru;ACTINOPTERYGII;GONORYNCHIFORMES;Afrotropic
166872;Cyprinus hyperdorsalis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
182039;Polypterus mokelembembe;ACTINOPTERYGII;POLYPTERIFORMES;Afrotropic
172470;Parambassis thomassi;ACTINOPTERYGII;PERCIFORMES;Indo-Malay
187218;Harttia garavelloi;ACTINOPTERYGII;SILURIFORMES;Neotropic
151804791;Chiloglanis occidentalis;ACTINOPTERYGII;SILURIFORMES;Afrotropic
64791191;Corydoras reynoldsi;ACTINOPTERYGII;SILURIFORMES;Neotropic
60608;Neolamprologus modestus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
167712;Oligosarcus bolivianus;ACTINOPTERYGII;CHARACIFORMES;Neotropic
180898;Phenacostethus smithi;ACTINOPTERYGII;ATHERINIFORMES;Indo-Malay
182393;Labeobarbus malacanthus;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
136930149;Jupiaba citrina;ACTINOPTERYGII;CHARACIFORMES;Neotropic
49830732;Xyliphius magdalenae;ACTINOPTERYGII;SILURIFORMES;Neotropic
49830159;Pseudobunocephalus bifidus;ACTINOPTERYGII;SILURIFORMES;Neotropic
61304;Labeo trigliceps;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
134702401;Corydoras julii;ACTINOPTERYGII;SILURIFORMES;Neotropic
14884;Notropis cahabae;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
166981;Poropuntius kontumensis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
180691;Schistura kongphengi;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
125963599;Girardinus creolus;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
18544;Pseudomugil connieae;ACTINOPTERYGII;ATHERINIFORMES;Indo-Malay
183247;Poeciliopsis fasciata;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
8816;Galaxias zebratus;ACTINOPTERYGII;OSMERIFORMES;Afrotropic
135928948;Hyphessobrycon moniliger;ACTINOPTERYGII;CHARACIFORMES;Neotropic
49830222;Trichomycterus straminius;ACTINOPTERYGII;SILURIFORMES;Neotropic
134695006;Brycon gouldingi;ACTINOPTERYGII;CHARACIFORMES;Neotropic
44500;Paretroplus tsimoly;ACTINOPTERYGII;PERCIFORMES;Madagascar
135717;Platichthys flesus;ACTINOPTERYGII;PLEURONECTIFORMES;Palearctic
65403364;Microphis ocellatus;ACTINOPTERYGII;SYNGNATHIFORMES;Indo-Malay
175961012;Bryconamericus motatanensis;ACTINOPTERYGII;CHARACIFORMES;Neotropic
91106974;Homalopteroides yuwonoi;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
57488742;Placidochromis platyrhynchos;ACTINOPTERYGII;PERCIFORMES;Afrotropic
60387;Mastacembelus albomaculatus;ACTINOPTERYGII;SYNBRANCHIFORMES;Afrotropic
60319;Oreochromis latilabris;ACTINOPTERYGII;PERCIFORMES;Afrotropic
182867;Raiamas longirostris;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
182667;Petrocephalus balayi;ACTINOPTERYGII;OSTEOGLOSSIFORMES;Afrotropic
134691633;Astyanax douradilho;ACTINOPTERYGII;CHARACIFORMES;Neotropic
162160909;Rhinogobius carpenteri;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
91213412;Silurichthys sanguineus;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
181651;Enteromius brachygramma;ACTINOPTERYGII;CYPRINIFORMES;Afrotropic
186833;Hypsolebias trilineatus;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
161058967;Mogurnda aurifodinae;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
197290;Galaxias depressiceps;ACTINOPTERYGII;OSMERIFORMES;Australasia
182781;Chrysichthys dageti;ACTINOPTERYGII;SILURIFORMES;Afrotropic
159667609;Gymnogobius opperiens;ACTINOPTERYGII;GOBIIFORMES;Palearctic
134658620;Ageneiosus polystictus;ACTINOPTERYGII;SILURIFORMES;Neotropic
186638;Cheirodon jaguaribensis;ACTINOPTERYGII;CHARACIFORMES;Neotropic
142673841;Oncorhynchus sp. nov. 'Bavispe Trout';ACTINOPTERYGII;SALMONIFORMES;Nearctic
176003650;Orinocodoras eigenmanni;ACTINOPTERYGII;SILURIFORMES;Neotropic
135928417;Hyphessobrycon hamatus;ACTINOPTERYGII;CHARACIFORMES;Neotropic
166124;Clarias fuscus;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
49829766;Anablepsoides intermittens;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
118041513;Lithoxus jantjae;ACTINOPTERYGII;SILURIFORMES;Neotropic
187040;Pareiorhaphis hypselurus;ACTINOPTERYGII;SILURIFORMES;Neotropic
182199;Rhabdalestes brevidorsalis;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
8814;Galaxias rostratus;ACTINOPTERYGII;OSMERIFORMES;Australasia
175966337;Hyphessobrycon niger;ACTINOPTERYGII;CHARACIFORMES;Neotropic
186438;Cambeva guaraquessaba;ACTINOPTERYGII;SILURIFORMES;Neotropic
181678;Microctenopoma ansorgii;ACTINOPTERYGII;PERCIFORMES;Afrotropic
91082959;Stigmatogobius signifer;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
182418;Citharinus macrolepis;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
21629;Teramulus waterloti;ACTINOPTERYGII;ATHERINIFORMES;Madagascar
181882;Ctenopoma multispine;ACTINOPTERYGII;PERCIFORMES;Afrotropic
182279465;Nothobranchius ocellatus;ACTINOPTERYGII;CYPRINODONTIFORMES;Afrotropic
135413;Salvelinus grayi;ACTINOPTERYGII;SALMONIFORMES;Palearctic
135501;Gobio carpathicus;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
202501;Etheostoma longimanum;ACTINOPTERYGII;PERCIFORMES;Nearctic
91069428;Puntigrus navjotsodhii;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
172382;Puntius dorsalis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
159708969;Pseudaspius hakonensis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
167801;Knodus mizquae;ACTINOPTERYGII;CHARACIFORMES;Neotropic
141167772;Cambeva brachykechenos;ACTINOPTERYGII;SILURIFORMES;Neotropic
180958;Hemiculter krempfi;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
202709479;Trichomycterus spectrum;ACTINOPTERYGII;SILURIFORMES;Neotropic
161065257;Glossogobius gnomus;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
202411;Lepisosteus platostomus;ACTINOPTERYGII;LEPISOSTEIFORMES;Nearctic
184093;Notropis bifrenatus;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
53875415;Hepsetus kingsleyae;ACTINOPTERYGII;CHARACIFORMES;Afrotropic
152306277;Isthmoheros tuyrensis;ACTINOPTERYGII;PERCIFORMES;Neotropic
167688;Corymbophanes kaiei;ACTINOPTERYGII;SILURIFORMES;Neotropic
49830391;Duringlanis altae;ACTINOPTERYGII;SILURIFORMES;Neotropic
135713;Coregonus confusus;ACTINOPTERYGII;SALMONIFORMES;Palearctic
168245;Paracanthocobitis rubidipinnis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
135929018;Hyphessobrycon mutabilis;ACTINOPTERYGII;CHARACIFORMES;Neotropic
60543;Julidochromis dickfeldi;ACTINOPTERYGII;PERCIFORMES;Afrotropic
60828;Squalius lucumonis;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
195060;Pseudolaguvia austrina;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
192923;Chuco intermedium;ACTINOPTERYGII;PERCIFORMES;Neotropic
134694154;Australoheros capixaba;ACTINOPTERYGII;PERCIFORMES;Neotropic
13058;Melanotaenia boesemani;ACTINOPTERYGII;ATHERINIFORMES;Indo-Malay
5376;Coregonus reighardi;ACTINOPTERYGII;SALMONIFORMES;Nearctic
202525;Etheostoma rufilineatum;ACTINOPTERYGII;PERCIFORMES;Nearctic
180830;Ompok hypophthalmus;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
14891;Notropis orca;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
49830261;Moenkhausia atahualpiana;ACTINOPTERYGII;CHARACIFORMES;Neotropic
64792676;Trichomycterus cachiraensis;ACTINOPTERYGII;SILURIFORMES;Neotropic
180847;Albulichthys albuloides;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
194505;Oryzias songkhramensis;ACTINOPTERYGII;BELONIFORMES;Indo-Malay
166115;Acheilognathus chankaensis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
135699;Cobitis tanaitica;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
167011;Sinogastromyzon chapaensis;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
19451947;Squalius kottelati;ACTINOPTERYGII;CYPRINIFORMES;Palearctic
181311;Parachela maculicauda;ACTINOPTERYGII;CYPRINIFORMES;Indo-Malay
169540;Oxyeleotris urophthalmoides;ACTINOPTERYGII;GOBIIFORMES;Indo-Malay
60969;Sciaenochromis psammophilus;ACTINOPTERYGII;PERCIFORMES;Afrotropic
202309;Notropis longirostris;ACTINOPTERYGII;CYPRINIFORMES;Nearctic
167810;Apionichthys nattereri;ACTINOPTERYGII;PLEURONECTIFORMES;Neotropic
191307;Cyprinodon suavium;ACTINOPTERYGII;CYPRINODONTIFORMES;Neotropic
181117;Amblyceps foratum;ACTINOPTERYGII;SILURIFORMES;Indo-Malay
